X,Y
2,87
92,41
42,46
66,82
33,46
54,94
92,71
28,65
55,62
15,22
30,33
61,45
17,8
31,35
41,13
49,88
7,80
91,90
46,71
89,24
60,87
94,21
57,92
98,69
29,74
33,77
77,66
29,71
40,93
23,68
29,54
35,24
90,96
7,1
62,84
33,24
5,83
40,69
17,3
20,99
29,16
100,5
73,24
93,43
63,19
98,26
42,77
28,84
81,38
83,60
47,64
88,62
48,25
3,15
62,56
34,67
50,44
87,22
26,80
31,19
93,5
97,73
62,47
98,90
27,22
26,60
2,1
6,37
46,52
88,7
62,90
79,80
32,29
14,99
25,18
96,22
98,95
86,82
34,15
50,52
72,94
87,36
10,82
23,78
37,93
95,62
50,23
64,77
97,26
77,39
73,54
74,34
62,22
18,47
9,45
60,99
83,65
62,33
40,52
70,82
81,35
98,28
3,15
67,95
98,10
72,30
65,9
36,62
24,8
73,80
61,3
87,57
8,54
11,64
8,83
42,83
31,44
49,50
94,36
40,45
61,95
45,72
76,96
98,53
89,93
91,28
94,19
47,76
63,68
11,4
5,1
51,69
37,91
24,21
81,53
23,38
4,82
13,21
16,84
69,23
21,62
78,9
30,70
88,37
92,65
49,40
38,88
55,59
56,54
73,38
53,42
51,32
89,53
48,73
31,32
72,33
35,57
31,94
54,63
11,34
30,66
75,50
78,8
71,28
23,39
59,70
51,64
65,94
49,35
74,98
48,4
27,19
10,86
97,43
67,45
16,18
73,98
78,83
56,61
8,59
15,73
51,98
55,10
3,89
51,84
12,66
29,82
98,27
54,68
19,42
38,35
4,9
91,72
94,26
99,12
19,45
25,70
81,37
23,90
56,25
89,97
11,35
83,47
36,56
72,76
41,29
46,81
78,47
63,68
44,13
82,10
31,95
23,55
2,2
45,23
13,56
25,76
33,27
90,17
85,7
63,98
96,35
56,72
1,80
46,1
44,96
98,72
35,54
90,8
46,70
61,34
18,98
91,3
63,70
83,59
23,74
8,100
80,49
19,39
70,62
92,98
53,40
61,96
75,18
100,10
13,32
28,58
68,77
94,24
52,28
93,59
6,79
24,71
70,4
97,37
35,97
3,9
42,33
99,49
44,89
29,29
12,80
82,66
45,68
16,8
71,41
77,28
94,65
71,79
49,19
33,98
53,50
54,5
97,52
20,5
92,64
43,41
81,79
39,88
89,3
8,52
76,33
55,77
8,86
97,60
88,6
70,73
70,22
96,25
97,39
90,28
41,29
8,88
75,82
87,58
45,62
56,98
70,46
2,34
25,35
18,5
40,19
72,29
31,81
35,15
31,35
15,33
10,29
71,99
96,45
78,38
19,70
31,87
94,74
27,70
79,31
54,22
28,91
77,80
63,64
95,97
18,91
5,76
92,9
23,90
64,45
78,46
8,8
34,80
4,26
6,89
96,46
45,27
95,49
84,98
93,9
87,10
55,28
81,94
97,40
1,18
90,99
29,7
16,11
79,33
32,42
24,26
96,37
49,37
72,71
80,18
49,46
7,84
97,39
8,68
30,45
55,28
38,47
85,90
38,36
36,83
77,3
99,9
4,64
20,67
50,17
38,50
7,96
19,33
4,12
38,90
95,60
31,27
65,98
11,70
16,19
79,87
72,25
86,87
22,38
85,17
35,89
1,74
63,83
91,36
33,96
17,33
34,56
81,5
56,41
76,6
96,67
27,97
5,5
8,55
96,3
98,75
100,77
24,11
76,6
89,78
37,95
68,53
44,48
60,19
11,85
91,24
29,88
86,76
94,55
75,45
22,1
41,99
86,58
97,49
87,4
54,47
73,100
10,37
57,88
65,79
97,86
93,29
68,70
68,10
57,18
73,19
80,55
69,1
66,69
100,95
76,19
88,77
62,69
39,98
70,41
47,85
4,89
34,88
83,24
4,92
93,28
57,87
78,70
61,58
45,90
3,3
100,49
93,61
75,40
22,89
63,12
70,87
74,22
3,77
91,3
70,29
99,32
52,17
48,26
68,96
82,15
31,60
92,27
50,92
65,38
90,35
47,22
25,3
67,92
10,39
59,24
34,62
40,24
40,60
94,26
42,27
43,69
73,7
25,49
3,54
34,27
47,23
4,63
4,15
65,20
46,32
1,96
44,92
83,80
14,89
2,59
29,11
97,95
80,1
37,97
74,86
21,72
55,97
25,1
13,26
49,9
78,67
66,90
4,15
24,2
96,82
84,68
30,26
56,19
99,33
42,38
1,46
72,58
77,25
58,69
9,63
47,32
99,64
20,44
64,8
17,70
97,69
40,87
20,86
90,16
15,6
96,80
42,86
88,11
9,92
41,10
40,49
65,52
9,56
77,53
95,6
98,85
11,87
19,87
84,24
51,58
71,20
26,98
55,71
74,36
36,73
100,89
56,74
16,14
11,37
56,41
35,31
1,96
40,100
70,56
28,19
48,65
26,25
7,100
31,49
13,97
9,100
57,6
64,84
56,43
39,8
14,52
88,56
48,1
85,64
36,62
29,91
100,52
57,68
73,56
6,17
23,41
29,58
11,12
54,73
47,96
91,21
4,57
98,31
87,89
42,31
11,77
73,17
41,20
36,87
77,73
35,2
10,88
94,18
47,28
71,63
78,51
32,22
52,95
68,11
38,23
41,97
52,35
65,27
90,73
81,41
3,21
34,8
49,84
11,16
53,75
64,22
86,73
52,51
26,33
82,60
35,28
59,68
14,83
96,37
65,36
79,69
96,53
26,35
4,16
1,10
73,26
58,73
72,53
44,65
83,45
42,86
56,79
82,68
82,8
20,49
60,70
86,88
22,6
81,70
21,55
89,75
65,37
40,51
28,31
68,78
24,96
100,36
45,58
39,79
32,69
24,77
51,32
96,33
61,81
37,90
32,38
90,61
65,72
28,23
71,87
14,42
85,70
34,35
12,39
11,20
51,65
68,94
60,36
11,66
7,5
5,69
52,39
84,80
85,54
14,82
61,56
14,67
23,68
3,57
32,37
27,22
23,42
23,74
23,40
73,45
54,69
72,7
27,8
32,53
92,11
30,46
57,91
69,15
69,22
49,5
32,99
2,36
40,54
40,54
31,84
78,7
50,53
47,45
19,28
45,40
83,28
28,72
18,69
15,74
18,51
62,8
35,95
60,85
56,47
18,7
85,66
14,1
92,69
55,38
38,62
76,26
93,78
22,92
58,46
52,100
55,88
68,63
59,36
65,7
92,64
97,100
93,50
10,27
24,18
82,87
25,77
19,20
90,70
38,83
8,63
52,16
84,62
75,28
52,64
35,22
25,60
64,82
87,9
4,37
12,70
36,19
98,36
37,47
52,35
54,63
16,95
68,59
44,81
76,6
84,25
37,29
82,93
50,53
93,48
91,97
76,41
5,33
93,4
96,62
62,9
65,36
3,3
48,20
68,18
2,68
56,6
71,85
55,11
58,28
51,2
62,60
77,31
20,16
36,69
60,57
6,74
51,34
65,58
95,10
62,24
31,20
47,98
47,7
21,20
75,12
53,31
11,12
10,63
85,44
54,77
76,26
79,7
15,6
19,9
27,2
85,32
44,95
70,24
44,91
33,17
83,3
46,8
79,72
68,1
66,21
40,79
90,6
20,86
85,98
28,91
62,81
31,74
68,98
3,27
91,61
70,7
11,2
94,22
65,41
46,25
60,85
9,49
68,23
73,55
50,70
20,88
95,6
70,82
41,84
80,27
1,84
19,75
6,3
18,16
30,48
5,80
32,62
25,37
46,46
73,31
40,22
27,68
89,66
27,81
1,27
83,73
67,93
66,19
36,47
5,48
16,26
22,88
40,25
75,47
50,10
6,36
23,11
65,16
63,79
73,64
70,18
68,92
49,90
18,17
34,81
5,29
8,99
65,73
31,99
91,96
39,99
85,94
81,51
49,66
6,69
69,84
67,94
1,35
70,13
4,97
80,49
98,48
84,12
65,31
46,27
92,25
44,84
93,64
30,31
9,58
15,76
37,58
19,24
55,54
20,48
21,94
43,6
16,6
56,84
45,58
36,14
29,33
93,28
92,88
46,99
91,97
94,94
93,22
38,6
59,60
87,6
84,61
20,17
40,39
16,93
50,88
34,16
51,44
38,32
85,99
4,34
25,7
29,9
17,94
12,6
42,36
96,30
8,78
79,59
58,97
15,81
44,78
22,99
26,52
57,3
87,23
24,2
65,65
31,89
81,77
49,6
82,53
54,89
89,83
34,61
39,32
90,92
42,49
49,81
20,69
78,11
20,45
1,22
76,51
79,38
87,95
25,28
57,92
79,85
22,7
92,92
95,47
73,63
56,55
85,2
46,79
22,47
4,98
75,56
75,81
45,91
97,26
91,90
98,2
26,28
38,7
88,74
98,40
13,36
64,88
4,97
19,77
85,26
11,53
75,58
26,92
38,17
51,8
11,30
64,57
33,28
21,76
52,23
26,26
70,70
54,13
48,58
12,96
4,70
18,55
75,92
84,45
8,62
60,87
48,26
3,57
60,14
93,94
32,35
16,46
15,4
87,13
15,63
69,69
50,94
58,58
21,70
87,24
29,48
33,87
36,74
56,54
7,60
46,18
22,22
59,77
57,73
41,28
71,35
33,99
87,92
5,29
30,10
38,11
72,29
34,77
13,2
21,77
60,99
86,84
72,1
95,50
36,79
68,66
39,90
35,58
97,1
55,80
74,84
82,53
46,23
42,17
4,89
83,82
86,47
16,12
99,45
99,42
47,90
18,37
26,23
59,28
90,21
95,97
94,75
56,25
24,91
92,23
72,63
66,65
40,37
20,22
88,63
80,10
72,64
26,71
17,79
46,40
74,53
66,78
25,97
15,11
97,45
100,53
46,12
7,91
50,96
25,51
10,94
40,77
86,41
98,17
96,80
57,35
48,38
45,34
39,56
50,66
24,29
48,69
83,27
92,52
83,66
88,76
11,45
23,80
69,27
26,45
86,95
66,46
57,21
61,79
28,41
89,7
43,67
40,55
49,83
44,84
80,76
94,79
74,31
92,85
80,86
63,62
43,71
51,49
21,70
100,53
84,36
55,87
25,59
2,68
45,59
57,81
20,76
56,41
38,89
53,12
7,3
46,85
41,36
78,62
57,7
57,87
46,37
11,84
24,52
97,78
61,72
30,21
16,24
40,47
52,25
74,52
8,12
43,86
73,72
27,56
74,5
53,9
52,8
13,14
33,25
90,81
52,12
62,16
37,41
76,16
4,28
22,40
28,81
89,87
20,5
48,31
70,92
15,61
9,76
69,85
32,80
93,39
47,5
47,82
7,33
71,13
5,44
9,83
67,99
32,40
19,47
74,39
15,14
43,40
37,75
86,98
89,71
13,56
78,64
66,76
38,55
23,48
29,64
15,71
39,74
49,12
28,15
84,8
47,21
56,10
14,90
30,45
66,79
3,60
10,30
38,63
96,52
85,77
70,82
74,24
68,87
7,18
77,47
90,59
3,39
49,8
24,10
58,97
9,8
76,91
71,59
78,59
25,92
99,17
12,99
34,28
43,27
50,76
40,4
65,21
63,29
87,40
67,94
11,8
43,56
36,59
39,54
41,19
36,68
58,25
2,16
42,13
40,98
98,91
25,50
97,90
64,9
80,46
41,70
99,50
73,78
14,44
58,11
53,66
63,86
13,76
10,14
52,35
1,36
73,7
32,47
71,56
68,35
47,26
44,74
4,62
51,62
59,7
19,68
42,23
75,99
20,29
3,61
100,56
88,25
6,37
25,32
44,62
38,28
62,56
74,64
44,33
48,58
55,20
71,40
22,2
37,25
38,28
81,79
51,23
87,5
41,83
68,13
42,57
23,26
90,70
9,31
72,16
74,38
31,95
87,71
41,23
76,23
18,44
17,27
37,96
59,26
5,82
79,68
62,82
40,22
54,26
53,52
35,89
85,94
71,75
85,22
13,27
74,4
14,61
66,88
20,38
40,66
84,52
75,6
100,65
67,68
82,49
78,70
50,49
76,74
41,67
81,44
96,50
37,93
87,59
21,39
19,79
56,57
74,16
87,58
82,63
48,5
3,71
47,68
79,6
18,82
94,49
100,33
96,8
36,97
26,15
44,13
31,88
31,86
32,61
56,81
55,95
44,50
94,13
61,15
76,94
44,45
89,57
88,84
42,83
11,98
33,91
13,97
99,71
75,32
76,2
28,27
10,23
8,76
96,34
78,83
15,99
99,56
57,33
62,12
86,63
32,67
57,54
39,23
1,65
94,23
83,42
69,32
36,64
26,88
90,68
68,22
28,59
88,25
64,51
60,2
12,77
67,41
83,87
87,89
70,26
19,80
28,76
79,42
90,38
1,96
22,23
74,73
63,42
2,1
25,22
43,67
10,91
28,20
93,96
45,45
41,7
12,71
70,87
18,36
35,39
35,49
55,42
92,99
68,4
76,58
71,42
15,18
68,97
52,74
79,57
61,33
87,70
65,19
58,69
55,53
60,68
20,30
5,89
33,45
69,54
15,47
5,19
9,83
63,38
84,50
57,24
80,67
34,72
96,49
2,78
16,17
9,16
4,15
81,79
97,85
67,5
46,51
5,38
87,19
5,87
68,81
72,3
92,92
100,96
22,99
93,74
94,93
83,50
81,77
25,66
24,2
45,60
94,18
94,53
42,5
23,6
35,45
7,24
43,77
85,84
13,96
55,19
81,52
15,26
95,58
83,33
84,89
58,61
67,19
81,38
86,56
46,49
46,57
46,42
58,59
55,27
92,41
74,94
83,45
43,50
53,79
2,98
58,6
64,93
28,40
54,97
57,49
61,43
20,50
16,77
99,4
21,38
31,67
36,30
1,100
97,39
5,98
19,20
40,59
26,94
32,45
97,62
68,69
49,57
6,25
93,22
5,25
91,61
39,13
57,55
79,48
1,90
34,64
35,89
77,33
60,42
75,58
35,56
6,41
7,33
1,58
17,92
33,22
48,28
73,4
25,75
6,20
31,98
75,10
91,60
26,64
82,70
99,68
96,62
53,88
84,91
61,65
95,38
74,71
30,69
60,55
12,8
83,30
99,100
54,86
24,63
42,82
59,41
55,50
68,54
80,93
79,96
47,53
83,12
57,40
6,1
61,53
19,70
15,41
98,14
67,82
28,4
80,85
16,5
50,8
28,71
97,84
21,89
10,45
97,78
89,64
22,34
67,24
8,34
68,97
63,9
47,71
25,50
97,62
6,97
6,4
82,57
100,35
53,35
60,13
62,52
14,57
53,1
59,49
32,90
86,44
73,87
83,72
12,8
92,74
32,87
22,63
42,65
19,93
89,82
51,14
52,11
50,71
26,19
100,59
38,62
29,40
21,65
51,44
22,84
48,76
26,76
46,55
10,97
96,60
14,23
70,18
59,69
64,60
7,4
84,84
12,85
13,24
68,14
93,12
88,25
78,10
81,40
7,8
87,32
11,44
24,16
20,19
58,47
66,56
69,14
37,66
6,48
26,61
95,66
50,3
27,89
30,95
67,80
60,55
44,58
70,15
12,97
47,97
81,1
100,82
5,95
56,36
94,86
40,26
55,50
74,22
66,22
21,94
91,42
99,15
55,70
68,63
42,81
11,15
86,51
39,58
58,6
38,57
57,29
41,80
100,50
20,21
79,19
22,50
81,15
40,38
81,89
59,26
37,16
78,59
6,42
7,90
29,82
48,7
3,20
58,20
80,100
23,1
93,13
79,59
60,75
28,44
93,6
67,61
9,63
20,55
81,17
63,98
66,91
30,41
39,35
13,83
57,35
66,29
57,58
8,23
81,14
36,45
83,87
23,32
53,79
71,99
5,27
78,67
39,66
2,12
48,81
40,71
96,36
3,91
91,99
56,69
62,71
95,83
16,27
84,81
45,39
25,93
37,96
94,92
76,2
54,89
52,80
30,25
71,43
17,82
95,98
27,24
53,85
49,47
20,85
3,59
56,75
93,46
35,10
94,95
16,77
29,72
98,85
2,45
48,66
93,98
23,65
73,77
13,97
58,15
33,46
75,15
50,56
55,95
24,9
65,50
96,14
43,20
66,39
8,79
42,30
5,62
51,25
5,6
32,88
16,91
34,13
48,11
87,55
85,71
87,6
24,73
55,13
85,22
56,21
41,86
31,59
8,56
86,19
61,16
11,72
67,90
86,59
87,4
73,69
98,65
97,62
32,51
38,52
40,67
60,26
58,2
33,55
39,89
99,15
77,92
36,82
97,1
17,84
89,56
93,96
89,75
86,23
27,32
73,2
15,43
69,24
9,40
9,29
49,7
86,60
94,60
80,7
88,42
38,10
33,39
45,63
3,1
99,60
63,96
98,37
40,2
80,27
82,98
86,1
79,41
16,9
46,78
86,86
11,44
37,38
50,66
98,12
94,36
71,95
11,65
14,43
85,39
41,42
75,80
84,35
69,56
93,100
41,80
73,94
81,88
62,86
30,31
80,48
53,98
22,6
88,47
95,88
24,16
67,28
21,24
96,27
29,7
72,35
70,4
68,50
75,73
93,42
38,64
31,74
22,48
89,40
20,21
24,71
49,41
2,98
52,34
21,71
96,1
42,73
9,37
4,76
29,84
79,72
47,47
2,97
57,55
93,82
54,18
68,95
5,63
85,17
56,30
87,3
71,33
44,90
74,99
79,31
100,1
77,81
24,51
32,45
14,43
58,77
85,32
95,5
39,81
21,47
4,68
8,8
49,72
83,92
58,24
92,28
97,5
73,4
62,19
6,17
74,20
60,32
45,46
74,40
63,66
55,29
35,33
96,97
70,61
63,15
34,43
79,70
32,43
92,70
21,11
26,99
65,26
18,65
84,24
2,60
83,27
46,27
89,90
73,47
15,46
56,99
82,29
77,52
23,28
54,97
74,76
84,21
29,1
71,38
64,73
34,32
16,55
87,64
22,35
65,43
1,15
86,86
41,86
29,77
39,76
29,57
2,33
79,39
24,15
80,61
57,91
26,45
26,55
54,26
97,80
47,45
59,45
64,7
53,51
90,100
7,25
6,98
28,92
33,61
64,86
39,10
17,27
74,29
71,64
36,86
78,27
37,50
65,2
91,96
81,47
92,37
86,89
58,93
3,83
48,82
7,50
5,24
33,35
22,43
75,23
28,50
70,92
89,31
26,6
53,71
89,77
85,65
76,69
95,1
89,9
10,46
68,8
63,92
93,10
16,6
23,4
77,31
59,63
24,1
92,96
89,86
2,87
15,56
41,9
87,30
22,38
41,98
57,56
17,12
68,68
27,16
67,67
30,9
20,48
59,31
90,99
7,48
17,58
100,96
97,51
66,14
84,40
22,30
42,50
70,59
49,58
34,21
41,3
27,79
85,58
23,22
43,39
31,74
13,39
12,88
30,48
38,9
64,51
21,83
84,97
81,43
52,19
1,78
44,87
19,86
68,91
11,80
30,5
11,53
50,34
22,81
80,16
89,38
100,27
25,40
82,27
44,51
50,24
30,93
26,46
87,59
1,54
73,27
8,13
12,97
32,55
91,34
85,27
70,99
55,33
47,9
49,15
66,75
82,11
75,78
75,70
82,22
34,26
21,49
80,93
19,10
60,87
14,91
49,25
82,43
2,60
18,59
29,16
98,15
33,73
68,61
68,40
49,44
41,9
46,67
90,43
60,75
21,25
33,81
74,2
17,35
17,88
78,36
61,6
50,41
97,29
20,37
78,75
44,75
33,50
99,34
77,12
39,88
33,49
88,51
2,10
20,93
21,42
35,96
32,50
98,20
74,78
95,25
86,26
41,92
17,43
2,59
28,51
58,38
75,91
34,5
54,75
91,25
34,83
74,7
67,59
64,4
59,70
86,3
50,42
79,94
7,34
51,54
94,57
53,86
43,3
70,77
24,1
31,14
34,62
80,31
95,23
59,51
59,41
40,89
52,100
71,74
61,29
49,42
53,88
61,70
50,59
93,48
59,39
94,98
39,17
100,96
27,43
46,85
10,23
33,12
98,92
39,92
60,79
78,64
5,86
47,35
54,33
49,80
100,6
35,16
89,64
84,92
23,1
53,54
19,69
98,13
37,68
100,51
54,65
69,12
37,90
9,36
42,11
51,86
57,4
60,10
69,97
57,95
14,89
56,6
59,96
17,81
80,49
71,1
15,13
98,74
67,3
77,83
89,93
60,4
48,25
59,73
23,48
28,45
32,60
19,38
80,43
29,47
46,39
40,2
61,25
47,61
74,76
99,80
25,21
99,24
70,22
86,74
57,54
53,32
28,10
15,31
72,10
24,25
4,87
47,70
45,74
44,61
31,4
100,61
11,48
25,22
93,25
16,79
41,32
3,94
4,30
51,81
100,83
5,44
68,48
24,25
21,78
19,4
33,54
59,14
7,81
69,100
20,74
91,75
30,38
8,39
5,39
84,51
20,54
14,38
36,12
97,54
49,95
2,30
56,14
68,20
56,90
34,52
37,1
53,45
78,80
26,13
25,98
85,13
45,53
32,70
9,29
27,21
66,59
20,38
29,77
45,14
25,98
99,97
84,11
21,60
77,60
55,19
6,50
93,83
2,16
38,41
97,7
76,4
19,81
63,57
96,86
34,57
95,36
39,63
49,26
58,10
32,15
34,91
13,3
44,76
9,81
67,59
49,10
8,19
99,51
57,45
91,65
35,15
65,94
45,49
26,23
62,72
46,18
18,38
14,51
23,50
9,14
14,22
46,71
33,32
68,34
57,29
13,10
17,99
70,32
20,5
42,7
68,79
97,1
40,2
68,73
69,71
58,28
58,58
96,76
66,80
47,88
27,81
59,99
96,2
68,28
55,78
69,72
40,56
41,63
14,52
42,58
8,87
31,20
40,86
52,27
55,35
73,78
82,49
55,13
21,31
86,94
19,74
16,29
46,98
76,41
100,20
51,25
59,91
24,73
88,31
93,50
72,2
42,45
2,20
44,15
82,73
6,63
60,80
76,78
55,71
53,57
30,14
89,81
5,94
27,10
35,70
19,23
66,38
62,72
26,79
25,83
49,72
52,38
28,56
10,74
99,71
83,27
4,92
44,15
99,38
26,90
57,37
17,82
77,28
43,38
4,11
96,35
62,91
89,98
1,20
14,95
52,29
30,6
76,39
83,34
45,75
85,9
66,69
9,41
69,65
69,66
79,71
55,16
54,97
58,1
57,53
68,67
28,91
45,98
77,44
90,61
89,34
40,72
58,32
14,49
65,87
15,13
95,79
5,40
51,58
99,83
98,13
11,4
54,46
70,42
44,92
47,69
11,15
9,85
7,20
33,65
41,52
68,14
17,50
56,56
78,53
6,42
59,45
82,73
93,75
28,7
61,95
29,66
20,68
90,82
77,89
7,98
47,26
94,74
23,26
16,98
94,40
64,95
63,58
14,96
80,67
60,39
14,98
100,51
89,46
46,51
41,87
30,75
81,22
54,12
64,13
95,7
6,89
77,18
94,78
84,91
29,32
82,11
98,43
28,39
48,62
17,36
7,85
91,100
65,93
90,48
47,18
49,92
93,65
60,17
72,23
58,99
15,26
50,77
53,62
61,47
66,96
68,42
82,99
33,31
5,91
88,59
94,26
26,51
31,87
83,30
77,23
30,7
18,34
34,80
78,19
5,44
43,76
40,23
33,47
71,97
86,51
16,56
67,74
80,72
85,69
99,50
93,29
1,21
96,42
56,89
4,46
68,40
37,20
68,82
77,68
58,74
12,69
30,68
82,42
34,13
78,83
37,79
62,52
78,49
71,43
17,59
10,38
93,72
42,99
16,52
30,16
17,12
46,78
32,34
4,26
58,37
64,80
30,16
11,77
9,95
61,62
53,34
2,50
27,71
81,85
48,63
5,86
43,100
98,76
8,72
47,3
83,15
1,68
84,39
19,94
72,81
57,89
19,6
65,90
27,77
60,15
9,33
71,33
42,10
86,96
71,92
67,99
75,45
38,17
82,18
90,90
13,96
58,81
41,32
23,73
79,25
29,67
61,47
73,26
15,7
34,62
55,53
16,32
28,20
90,84
56,37
85,15
93,41
69,37
59,1
70,70
31,29
78,35
45,52
26,67
97,71
58,29
59,53
53,96
84,28
69,14
69,44
80,86
30,53
65,42
43,94
100,68
52,45
21,26
42,43
83,32
11,80
82,49
8,46
35,70
30,70
1,63
27,55
44,69
5,26
69,91
28,84
4,64
40,25
36,33
28,10
88,48
70,14
33,88
4,19
46,4
2,13
86,74
76,4
33,100
28,90
2,42
100,86
14,13
25,73
44,57
70,93
38,60
32,100
2,10
81,69
48,36
55,44
56,95
57,65
2,40
43,94
13,63
35,44
90,34
71,50
62,5
98,36
17,55
57,79
4,15
60,60
90,62
53,42
5,61
79,4
60,12
58,2
47,60
78,42
72,84
11,96
81,19
5,56
94,25
22,51
91,81
24,19
89,4
69,50
12,89
65,33
93,38
82,38
99,48
60,34
95,26
64,45
43,64
36,39
88,58
14,59
29,54
14,98
42,68
12,91
58,42
94,26
25,84
49,3
14,57
21,56
94,85
31,3
13,29
20,27
78,81
22,32
20,77
42,25
42,17
4,86
55,62
59,4
97,18
2,8
98,96
49,91
61,48
47,67
82,75
59,2
74,39
24,96
49,49
50,25
94,81
16,29
19,64
25,99
87,23
80,65
35,50
58,60
76,39
69,88
9,66
36,26
89,48
87,99
4,59
68,23
55,53
40,84
3,79
31,33
9,80
27,51
92,3
27,78
36,42
37,86
40,94
23,44
71,94
50,88
43,12
70,90
37,43
7,7
18,28
73,63
8,14
99,31
54,86
18,64
34,53
58,90
51,79
83,38
44,80
40,21
69,50
98,58
65,36
51,9
31,5
29,31
90,73
31,62
6,35
33,75
22,30
68,48
94,57
55,71
47,44
11,63
50,55
80,9
21,22
28,66
11,43
43,16
11,61
91,79
5,48
17,10
70,52
48,73
77,67
1,89
46,58
15,72
11,78
35,30
24,21
16,4
81,54
10,19
18,66
23,7
11,28
59,19
33,31
50,40
51,40
74,52
99,98
1,3
2,32
30,88
8,96
26,78
48,47
47,13
41,8
37,8
40,62
9,47
25,28
62,83
11,87
57,84
83,88
14,81
52,96
94,75
1,44
10,89
86,55
51,69
10,8
13,73
51,37
22,46
79,70
66,40
78,51
43,96
100,66
73,65
61,41
26,56
96,44
41,86
25,21
22,32
43,10
15,88
92,91
5,88
19,57
39,81
50,9
86,38
37,28
92,44
70,27
72,23
46,85
33,7
37,54
89,18
3,59
50,33
98,97
5,78
99,36
93,91
45,64
27,12
59,20
86,10
4,6
82,86
76,79
60,61
23,11
16,66
26,71
35,67
2,73
48,62
69,81
27,55
60,38
91,2
