X,Y,Z
68,44,71
12,92,60
53,60,62
46,90,14
44,92,50
54,50,26
87,74,73
91,42,41
80,78,27
53,30,79
33,23,76
13,25,51
86,17,63
23,95,22
21,92,33
9,77,86
52,19,73
97,63,24
13,17,13
69,63,18
95,39,20
21,56,81
6,21,7
71,85,6
57,15,84
77,78,62
50,33,20
76,94,3
56,79,89
90,60,72
33,4,60
39,92,4
21,79,4
93,52,61
58,95,95
84,2,55
36,28,24
94,46,10
94,17,71
6,94,54
21,57,85
95,13,95
23,79,64
7,6,42
33,60,64
61,32,8
100,32,3
38,55,68
60,92,95
60,98,44
71,83,80
77,98,41
2,33,38
27,23,83
71,28,50
6,53,2
88,58,57
99,26,25
60,38,37
39,52,9
40,63,64
62,74,95
20,38,87
88,88,73
21,35,21
12,13,59
100,15,18
59,95,99
74,19,19
63,94,50
22,98,92
28,21,15
66,57,47
94,78,57
73,99,42
22,97,37
88,82,70
92,1,94
91,4,50
48,36,50
7,6,73
44,73,29
86,42,41
61,76,68
94,89,80
80,62,47
97,75,74
68,44,30
98,46,99
72,62,33
100,27,21
83,35,93
96,8,20
62,36,3
97,17,88
96,39,82
3,71,70
3,35,45
2,94,76
31,87,6
65,4,88
88,37,44
23,17,5
91,23,15
35,22,2
3,79,76
52,66,14
33,7,8
93,61,51
72,35,31
4,69,49
95,47,33
80,100,56
73,61,100
60,53,89
52,3,85
72,78,18
96,1,64
16,59,74
80,38,44
66,40,51
32,95,17
94,70,15
65,9,68
49,29,52
18,45,41
48,82,36
97,60,29
8,90,78
14,92,64
4,95,82
65,48,57
89,51,2
25,27,41
58,68,59
31,88,73
4,86,4
34,29,25
78,23,46
22,10,78
68,92,63
89,85,3
63,91,26
12,30,94
2,88,65
54,92,47
4,37,69
16,81,39
74,63,36
35,61,7
73,76,22
20,83,61
3,87,25
89,42,37
33,66,54
26,66,17
69,62,72
49,90,70
47,89,41
78,92,61
52,59,56
13,72,36
82,42,80
55,99,56
52,50,52
30,45,66
90,9,28
17,94,42
29,7,20
80,16,91
43,47,56
9,74,2
58,41,34
59,40,22
66,47,21
80,23,13
66,57,60
82,30,56
99,8,82
49,69,95
58,33,39
80,64,45
61,32,70
16,21,29
84,58,96
41,43,72
12,74,58
99,90,29
24,79,19
88,21,24
53,70,34
89,16,70
13,21,66
5,83,56
98,79,58
3,56,96
47,100,17
20,29,97
44,74,56
56,75,59
52,11,15
78,3,79
91,79,48
54,59,53
1,52,33
49,92,55
10,24,4
83,14,73
97,2,14
43,45,50
4,22,50
83,25,64
37,80,97
79,37,41
35,29,72
50,88,14
74,24,99
5,80,33
92,96,94
72,52,67
49,31,14
11,66,11
69,91,21
40,99,45
67,44,92
59,99,27
32,82,16
84,11,11
34,4,59
13,50,8
57,71,95
36,3,95
52,2,39
59,37,32
18,67,34
84,99,5
98,9,58
73,33,24
81,55,65
86,8,79
62,24,67
17,98,56
12,3,95
40,9,70
6,51,41
22,84,1
44,67,100
74,30,89
59,45,72
38,64,12
44,65,44
74,66,100
69,12,100
65,99,58
21,97,59
56,18,49
50,36,95
71,32,98
23,63,80
76,46,100
32,32,79
18,34,10
13,1,48
53,35,19
42,70,37
85,81,1
79,26,82
88,23,17
62,99,5
39,21,51
79,59,35
65,43,29
23,11,84
94,5,20
5,19,90
35,82,42
61,92,36
44,53,96
18,24,62
73,78,45
58,99,8
20,22,19
76,94,95
83,98,80
20,10,81
32,67,14
9,38,14
76,52,40
53,20,100
95,34,34
9,56,99
7,87,90
21,99,90
13,85,78
42,36,63
49,73,70
86,74,48
55,17,16
60,93,69
26,50,33
92,54,96
97,40,60
67,59,99
79,36,64
85,41,14
99,77,42
41,77,29
10,38,33
35,78,54
55,44,19
36,17,50
70,19,12
75,1,9
35,86,73
89,41,45
6,76,76
22,91,93
66,82,31
98,68,55
53,81,68
35,69,23
6,5,77
90,91,18
11,75,48
75,89,58
92,7,87
53,16,52
85,51,69
59,64,14
36,38,96
2,67,86
45,88,82
53,38,92
69,9,10
59,65,10
33,72,82
36,84,45
100,99,40
6,11,11
64,2,87
25,10,71
51,41,1
72,30,31
72,43,75
14,1,52
86,72,31
55,1,8
43,2,68
71,88,73
10,1,36
33,35,60
57,91,81
42,68,79
4,49,69
47,13,30
56,55,77
1,92,46
97,65,24
95,29,88
38,87,11
97,43,70
92,40,78
53,79,78
22,81,88
54,66,4
19,21,17
53,78,43
15,25,56
43,48,32
30,77,34
24,69,85
29,49,39
65,81,49
2,58,72
92,79,89
24,31,67
65,84,96
50,11,77
22,67,98
87,89,65
92,76,83
6,79,27
94,59,7
9,55,33
84,16,34
89,67,13
27,82,35
36,27,52
93,27,45
27,25,5
37,4,55
3,91,27
73,39,1
12,11,92
50,72,28
21,93,18
65,9,43
88,1,92
72,19,6
25,67,40
25,46,86
3,16,96
57,8,46
48,95,68
89,80,11
45,89,44
5,5,28
7,95,61
41,65,50
66,67,59
39,94,27
1,56,2
87,16,54
9,99,1
49,48,74
66,79,16
42,96,56
11,15,84
54,99,61
58,28,76
42,18,84
23,74,51
87,87,91
78,91,34
74,68,85
35,1,10
6,57,76
36,50,37
48,65,25
44,82,2
88,52,52
18,61,26
31,43,95
15,93,47
39,60,16
46,86,35
68,1,86
42,39,25
55,47,29
46,80,31
1,14,8
15,98,79
56,73,49
40,63,50
45,8,11
77,54,57
19,73,5
75,64,73
54,75,5
2,87,7
10,29,63
59,4,28
16,49,57
18,58,16
16,88,76
89,12,59
65,52,23
22,7,58
38,27,92
6,38,18
7,35,42
11,46,39
23,25,92
60,44,54
94,49,12
57,8,13
5,21,46
75,78,89
42,100,5
15,23,17
31,83,66
87,71,99
30,5,86
24,33,40
46,96,11
42,29,76
3,68,55
88,36,17
94,27,20
90,22,93
3,67,98
20,32,39
69,36,78
39,50,59
65,99,55
26,23,33
76,96,5
37,44,65
92,71,42
48,10,77
61,66,86
61,59,84
96,82,31
57,46,91
29,87,7
44,97,47
32,89,61
67,45,12
2,87,14
47,41,52
23,23,74
71,9,4
93,56,51
83,36,73
31,44,48
90,93,63
99,82,94
98,7,49
17,26,71
1,19,49
33,33,76
25,43,83
31,59,13
20,51,67
29,39,88
60,49,92
66,25,83
15,43,9
12,70,98
91,87,6
96,49,45
31,78,35
92,92,58
36,11,98
3,33,68
5,84,2
52,38,32
8,68,12
55,52,87
36,60,83
50,65,92
75,34,29
16,85,71
82,91,36
27,52,41
12,71,30
12,65,90
1,35,9
55,64,94
86,63,65
29,58,74
45,61,54
71,39,46
58,60,82
80,90,84
86,69,23
78,18,65
100,29,43
59,97,55
95,57,46
80,55,34
43,92,32
60,69,87
94,8,95
58,2,25
18,4,73
94,97,64
89,28,54
32,74,79
90,28,68
70,21,61
17,34,51
65,21,83
3,88,91
57,77,90
57,83,12
56,84,15
79,31,50
36,80,69
37,30,81
15,61,70
88,24,19
22,84,28
98,29,94
60,87,25
99,46,27
92,63,78
40,44,81
84,39,34
39,36,78
61,13,22
49,58,17
28,47,17
86,46,58
19,59,19
9,64,74
83,20,99
13,31,4
55,3,27
64,8,60
39,10,2
52,81,4
76,46,99
2,56,73
46,67,10
67,99,3
66,55,24
5,44,74
62,7,99
8,88,89
3,87,97
95,10,4
56,84,55
87,41,51
70,78,28
79,96,60
23,75,74
29,55,22
91,16,4
12,37,65
94,38,54
65,46,50
94,28,32
90,97,57
77,24,84
28,60,2
78,74,100
40,90,18
98,69,40
36,79,53
96,45,7
100,74,38
73,26,56
64,20,81
15,36,22
14,78,24
21,94,21
53,48,48
3,89,18
21,7,80
14,21,75
19,6,77
74,3,2
61,79,82
29,63,9
50,22,85
2,81,78
46,51,95
19,14,34
9,24,81
47,52,62
61,46,93
51,62,48
27,67,29
49,82,2
87,50,68
66,33,12
38,50,53
76,67,42
79,37,49
18,9,80
80,87,39
84,51,41
43,80,61
87,64,56
44,37,36
69,50,80
60,38,10
42,10,82
76,41,67
83,61,44
6,70,5
57,40,37
22,71,65
62,44,22
87,25,62
86,62,19
86,82,98
35,80,73
72,76,52
59,88,96
48,31,87
24,24,36
91,11,31
41,96,95
31,37,61
40,69,81
27,20,26
9,18,49
50,17,63
99,59,8
12,11,72
89,84,50
20,86,79
79,98,45
76,13,58
3,98,66
92,35,59
96,66,63
77,79,44
21,5,76
8,18,18
17,87,48
19,70,83
12,77,85
62,15,54
46,37,17
56,90,55
51,39,53
36,58,96
3,24,87
74,48,27
36,34,83
89,1,96
27,92,28
74,95,31
42,81,51
6,29,6
67,10,24
67,11,58
56,93,58
77,21,77
61,35,51
91,71,55
76,94,59
84,91,61
39,84,98
89,95,38
79,61,24
79,3,7
33,73,46
12,25,64
61,87,92
77,28,85
86,55,50
87,33,72
55,56,91
76,64,52
83,18,45
6,72,76
88,94,25
56,5,60
3,6,79
14,40,38
93,29,92
12,47,100
95,85,26
90,64,22
83,13,37
32,30,86
82,74,95
56,38,92
92,35,45
4,88,85
79,77,54
61,37,35
59,70,59
93,12,49
89,55,94
41,21,98
9,72,11
49,79,70
38,81,48
82,4,48
41,97,48
9,53,70
87,76,86
29,92,74
64,26,35
27,20,26
28,54,56
71,15,14
1,49,38
53,26,47
50,66,62
5,74,11
99,43,95
85,76,68
78,24,72
35,61,38
31,63,52
92,28,64
26,4,88
64,19,30
71,43,57
99,57,7
25,70,56
76,19,87
67,21,82
2,71,75
81,75,13
92,53,16
30,92,98
58,7,26
26,86,77
5,70,64
58,49,44
79,77,55
33,86,67
50,82,68
61,71,47
71,38,43
31,65,37
41,24,49
38,73,97
9,20,17
5,24,99
21,25,71
46,91,99
8,51,54
52,8,92
15,72,65
61,26,68
69,93,97
62,38,19
90,46,3
72,16,91
3,60,32
64,69,57
33,25,100
52,8,50
50,71,85
18,35,71
22,14,50
83,90,46
7,1,81
7,84,81
29,50,41
31,65,56
57,73,4
97,26,28
82,66,64
15,67,62
20,24,44
90,34,74
68,47,16
50,7,84
27,28,89
38,29,13
55,72,84
47,1,62
98,34,12
99,6,92
90,26,87
17,44,34
45,23,56
89,37,51
34,65,95
76,35,93
62,77,52
93,84,91
34,98,24
93,97,69
42,95,99
29,2,22
47,19,64
21,85,36
38,39,82
100,16,9
9,79,46
42,72,68
71,61,100
54,38,54
27,23,80
40,37,92
73,47,62
21,78,34
39,82,93
99,23,74
92,44,14
62,73,100
92,19,33
13,77,91
26,99,14
25,96,10
60,43,61
34,28,37
59,75,85
1,90,80
5,9,53
56,45,63
39,50,72
36,64,46
57,64,54
59,74,60
62,6,6
5,21,79
38,3,56
95,5,23
25,63,99
7,21,38
6,68,27
18,42,7
74,42,45
79,3,21
69,67,5
84,64,75
21,94,85
98,41,75
90,64,40
56,41,90
91,60,27
24,27,16
34,93,72
80,79,2
17,63,39
48,8,33
100,40,51
89,7,69
45,82,84
46,34,30
41,3,96
40,32,69
62,49,64
26,32,33
52,87,75
55,10,55
44,40,41
20,86,76
61,49,1
39,100,4
21,6,9
84,96,39
26,14,52
13,63,43
53,62,4
31,12,50
7,16,36
46,11,14
10,96,1
67,49,15
82,46,69
21,3,29
46,57,14
92,52,16
21,95,51
24,7,45
87,87,86
62,2,74
81,92,10
69,6,12
30,97,100
59,19,42
94,5,51
18,2,82
29,28,47
27,50,43
97,18,60
94,85,59
75,75,95
63,86,20
72,3,48
44,48,31
23,68,48
67,60,21
88,21,27
73,32,65
31,57,14
56,82,54
31,17,71
1,65,45
27,34,14
86,98,63
36,77,7
71,65,40
5,96,77
31,19,62
54,37,34
69,65,99
94,67,52
76,29,27
21,67,27
87,33,99
86,76,56
58,55,94
65,39,66
91,58,93
48,17,55
95,57,25
100,77,86
81,75,39
8,38,81
37,41,100
74,76,16
57,65,15
74,11,73
64,79,76
89,94,16
20,67,71
87,1,31
1,22,19
87,80,51
66,36,11
26,64,7
4,64,78
78,37,52
51,62,100
61,8,20
16,25,79
87,85,48
46,40,62
63,25,62
97,10,44
19,6,69
39,16,94
18,33,10
39,85,64
83,23,45
19,31,90
41,42,23
70,58,48
8,78,63
24,93,3
51,81,78
99,99,21
17,96,73
51,32,69
26,73,2
16,67,99
7,57,7
4,63,35
69,6,87
52,67,35
1,84,70
50,13,56
42,20,90
22,73,40
10,47,64
53,52,72
65,41,25
44,61,97
76,58,43
32,100,23
55,48,46
87,100,87
5,75,26
74,78,95
38,53,67
34,97,65
61,94,78
78,96,12
26,67,17
31,1,12
23,44,45
58,25,52
29,30,34
31,22,16
93,33,58
25,77,93
24,6,29
15,32,73
18,83,74
70,84,54
3,22,9
75,99,99
9,97,45
69,24,15
32,15,97
82,86,41
40,20,44
60,21,67
66,48,13
88,89,59
4,19,3
90,53,9
10,36,77
67,51,51
16,71,14
47,18,85
5,75,56
27,58,25
76,70,56
34,100,9
21,84,65
15,23,32
60,43,87
5,65,47
14,69,53
21,15,18
26,93,72
61,24,72
14,90,54
93,55,7
93,63,13
70,6,43
61,41,34
49,63,43
92,76,58
54,64,15
6,75,50
40,45,75
78,41,97
42,32,65
38,80,15
13,46,61
9,29,14
81,3,70
75,77,59
54,30,95
39,7,41
29,43,77
56,4,74
79,23,17
52,19,23
12,79,72
22,55,46
69,38,86
75,21,82
76,91,35
18,100,22
73,78,37
76,61,18
91,10,5
88,99,66
81,65,36
75,85,45
9,13,42
94,33,3
45,21,22
44,55,82
16,97,71
20,74,76
17,97,30
83,43,57
44,19,35
72,50,87
3,57,60
25,13,1
38,78,22
2,49,61
70,94,69
7,91,87
13,85,55
22,63,61
65,71,2
49,2,38
76,81,91
68,16,43
53,18,47
20,28,34
94,39,29
67,30,56
85,67,10
91,77,56
55,65,23
79,46,81
82,57,96
52,65,92
77,78,81
70,91,80
84,79,44
40,78,68
56,18,56
71,50,37
71,57,43
15,33,66
4,27,82
72,28,40
92,81,99
89,65,78
34,11,83
13,79,10
86,62,76
22,87,32
84,48,31
45,43,59
59,62,66
62,2,68
50,41,10
26,91,74
13,19,10
63,73,64
58,34,46
28,9,8
58,37,16
65,38,6
16,74,4
49,38,41
19,89,92
77,95,35
36,16,71
40,38,89
36,18,67
26,90,25
87,24,23
33,36,19
91,89,49
10,70,31
74,14,3
8,67,80
83,50,19
65,34,10
22,56,24
79,69,59
18,40,81
72,80,98
29,39,75
25,94,2
22,25,14
33,29,39
52,85,35
19,25,55
45,36,34
23,7,51
95,5,22
63,47,100
80,73,41
25,74,98
57,84,39
36,11,49
78,27,53
92,25,41
14,49,52
64,46,80
85,99,59
21,93,95
41,69,98
83,65,31
50,73,48
77,97,75
17,52,45
85,81,36
45,68,54
86,99,2
52,63,6
69,73,49
86,97,45
25,36,7
70,40,3
96,8,24
38,48,24
50,52,41
92,25,54
92,32,88
14,19,48
79,31,44
69,54,91
27,74,48
89,71,89
61,67,21
4,45,97
67,19,3
85,54,46
93,6,51
65,36,14
27,46,34
47,81,78
17,38,1
67,100,36
34,79,22
72,42,15
28,60,43
66,52,8
55,80,38
53,65,95
33,73,15
3,13,15
21,64,53
72,50,24
40,65,29
69,37,35
11,96,35
25,68,16
88,10,92
65,96,47
77,54,8
82,2,80
85,83,96
47,99,55
86,16,49
70,37,39
48,64,96
63,83,57
91,10,82
99,4,47
43,39,7
51,48,68
31,5,95
82,100,90
76,84,38
65,82,24
63,53,31
20,49,98
46,5,60
82,61,40
44,42,71
1,98,46
19,8,99
65,32,37
58,44,51
16,70,77
43,51,6
76,38,84
71,94,72
30,12,94
86,40,29
55,90,77
54,94,40
36,55,86
77,57,81
86,50,65
30,76,97
56,96,83
23,16,11
41,68,93
22,19,75
17,62,52
97,26,88
71,91,38
89,70,27
71,14,79
33,1,64
19,63,48
49,45,98
80,69,63
27,84,20
41,39,30
42,12,11
1,87,11
46,38,31
64,93,17
28,41,52
53,53,52
49,90,15
84,89,69
68,63,41
82,54,4
12,14,4
98,32,41
73,99,22
20,48,94
34,23,3
18,77,75
85,52,41
26,62,34
61,57,2
65,50,19
37,3,49
89,33,1
12,36,25
80,16,52
28,30,78
88,62,27
56,98,41
21,43,62
42,87,29
74,33,60
43,65,48
90,32,85
94,1,86
74,24,68
92,10,7
45,99,27
22,3,23
62,27,51
56,27,52
54,61,40
61,13,88
66,22,5
41,26,41
58,95,75
96,49,53
64,50,99
94,26,69
88,97,35
52,54,39
64,46,43
18,68,98
8,31,14
22,12,25
43,39,28
41,85,82
7,53,82
30,72,14
52,36,57
56,88,70
85,66,7
61,44,7
27,95,2
31,90,75
83,66,72
58,74,25
11,18,12
5,26,5
11,10,63
10,51,16
93,67,18
25,53,37
91,58,97
82,97,5
13,82,34
90,96,74
15,35,55
92,14,37
95,6,29
69,59,28
20,99,82
15,29,18
59,48,97
51,82,45
90,83,81
69,58,23
1,54,11
39,51,7
89,92,69
89,94,88
53,13,30
66,92,85
18,26,41
28,18,34
9,4,38
28,83,62
96,92,46
12,32,97
2,5,3
27,60,100
62,73,42
67,88,55
60,97,42
79,62,3
72,3,48
80,1,90
79,69,81
48,83,53
55,23,43
5,43,16
75,72,93
72,63,89
28,26,72
29,89,17
6,45,27
31,74,62
41,64,14
20,84,65
34,98,82
100,59,2
15,75,73
23,88,89
76,62,98
26,54,67
43,8,1
86,90,51
78,66,29
57,14,55
1,99,76
52,60,17
59,37,64
84,57,20
55,44,24
29,21,22
37,29,28
69,67,100
31,61,97
91,69,51
77,29,49
63,42,81
59,95,73
55,23,52
68,2,78
42,64,77
40,74,95
34,75,75
34,63,85
47,3,2
44,42,12
73,43,60
19,92,75
86,70,49
78,26,40
1,70,3
15,66,80
16,39,93
100,65,61
84,34,50
85,2,96
63,90,31
26,20,14
95,24,57
51,59,73
15,76,24
73,95,51
86,17,100
34,37,70
76,89,1
45,97,93
5,9,58
6,63,88
40,76,60
18,47,75
57,20,92
49,79,14
85,76,95
72,51,20
26,93,6
39,22,10
51,80,51
57,66,51
92,40,57
81,5,89
43,84,34
90,70,51
34,80,43
32,48,47
28,86,4
22,25,9
32,88,38
37,89,75
54,9,91
43,48,59
14,44,93
79,1,49
48,100,88
78,39,22
98,52,42
55,87,42
39,1,51
100,72,21
98,91,52
24,72,90
25,85,54
87,89,90
4,56,30
8,32,33
17,29,23
27,93,11
100,98,20
21,66,93
12,41,37
83,28,31
20,58,15
19,9,91
14,64,8
71,24,8
80,32,62
66,66,74
50,29,12
12,22,100
72,24,26
48,18,56
54,57,81
54,60,53
36,14,5
9,62,81
75,98,41
79,74,39
93,46,97
45,96,36
82,54,38
98,98,40
81,92,88
61,87,100
97,25,27
85,12,66
22,77,18
86,17,52
4,2,95
8,72,25
90,82,7
65,44,45
94,48,84
28,94,84
19,29,1
41,50,92
65,14,76
17,14,31
98,58,85
88,22,48
2,8,17
79,30,63
62,26,35
99,36,29
65,86,83
68,41,19
76,41,70
61,59,70
66,70,56
74,61,69
49,17,89
14,86,57
63,95,31
71,90,95
13,60,56
93,58,39
26,31,42
39,50,3
26,82,6
47,83,26
53,94,63
83,20,63
81,12,70
18,85,6
29,32,5
24,69,38
35,21,69
96,89,37
20,60,93
75,95,3
75,9,48
80,85,13
33,71,92
38,85,98
96,74,84
55,51,17
83,9,54
33,41,96
24,95,4
84,90,80
69,54,5
41,73,68
34,46,63
81,73,28
74,1,48
69,99,67
32,87,82
97,21,21
96,8,91
57,88,36
78,92,76
37,1,97
25,78,46
30,45,40
22,59,73
19,3,44
39,92,71
66,36,28
34,5,18
72,95,49
25,74,78
16,99,31
73,47,15
48,3,4
21,22,64
7,90,90
62,71,85
31,93,34
98,34,55
94,3,81
63,73,96
71,29,24
69,9,96
21,97,40
62,96,13
44,24,75
90,89,7
32,4,37
52,88,81
47,44,24
86,36,56
22,47,3
91,70,94
88,77,39
8,61,91
53,6,15
96,44,3
38,13,16
82,24,39
67,36,40
18,7,1
95,97,38
37,27,74
23,53,46
45,6,20
45,20,73
27,7,76
66,14,85
56,83,56
76,84,38
35,94,89
93,85,75
71,72,22
15,36,28
99,53,98
13,18,28
85,18,19
93,17,38
61,65,19
89,50,38
25,34,85
59,27,90
68,97,93
46,76,49
42,19,11
95,24,55
14,48,16
27,92,11
100,2,90
43,38,86
3,69,31
71,75,66
19,7,73
25,22,51
17,90,73
24,94,6
50,29,56
56,16,53
93,56,21
15,33,70
37,83,21
53,7,87
97,69,99
83,41,79
41,99,19
78,72,55
39,89,67
72,23,43
83,93,65
24,23,82
70,54,24
69,91,59
38,24,12
13,51,78
95,77,47
74,51,25
28,30,69
16,23,2
85,40,5
22,10,45
33,93,99
55,95,52
39,90,43
51,45,63
59,76,65
39,55,64
1,86,10
30,83,71
28,38,75
97,36,77
27,27,14
40,65,53
24,14,21
8,1,73
30,31,21
3,51,18
2,35,41
37,27,85
44,41,13
9,62,81
6,52,21
30,45,41
86,68,19
10,2,65
87,12,80
26,48,41
15,9,34
64,65,68
19,91,22
66,54,1
24,82,72
42,96,96
5,92,85
25,95,100
75,52,68
37,10,63
90,78,36
95,96,90
74,76,20
16,12,15
40,56,48
32,59,88
87,82,19
76,68,25
61,21,82
100,24,78
68,73,77
94,14,16
30,4,65
31,42,95
14,98,55
35,54,39
93,50,31
74,21,49
71,83,21
100,92,32
12,32,78
14,11,66
1,98,85
30,10,35
22,79,5
100,51,82
16,35,78
97,48,33
65,98,74
23,76,27
97,30,98
1,94,38
22,25,100
49,57,62
92,83,48
94,22,20
83,44,49
44,32,74
78,41,43
35,54,75
53,34,72
57,38,21
40,36,46
76,64,47
66,79,98
60,34,82
49,78,8
8,23,85
19,82,95
9,86,50
80,66,59
35,36,9
11,74,68
36,4,18
1,52,31
84,27,78
38,99,41
64,35,78
16,21,64
36,37,4
65,69,65
96,37,90
71,8,80
69,95,14
78,13,38
6,100,24
75,40,60
28,49,46
31,41,8
11,64,68
53,41,88
35,63,58
42,10,21
45,50,51
9,77,27
46,73,88
52,48,60
27,14,58
33,24,84
80,33,97
60,2,70
38,27,1
80,51,73
98,31,95
29,76,45
21,33,55
48,45,95
58,70,25
44,55,97
92,28,15
89,9,47
29,31,69
23,90,62
97,7,100
45,80,64
78,89,38
15,39,50
10,63,3
92,24,84
6,97,47
51,11,62
89,75,88
34,45,100
21,59,27
43,69,64
3,95,9
12,41,94
16,38,86
1,33,21
19,54,94
36,11,22
20,26,86
45,53,4
28,73,18
56,21,50
65,26,54
68,85,54
31,95,30
93,21,1
100,80,56
91,32,30
53,3,32
3,47,15
64,59,19
13,69,64
90,87,47
72,71,91
49,3,19
67,52,94
41,18,63
52,29,58
81,37,9
20,50,42
39,29,42
16,13,25
24,84,74
5,75,28
38,36,50
42,49,48
7,51,74
19,78,10
48,28,55
91,60,43
50,10,53
49,2,86
58,22,72
33,96,60
22,10,10
2,27,44
83,47,37
95,76,8
40,43,62
5,21,78
84,98,52
72,41,21
34,57,81
80,100,58
8,60,52
38,66,22
71,22,25
3,58,26
20,53,51
60,87,34
63,75,81
45,50,88
25,15,80
4,40,47
64,11,59
66,37,84
64,12,4
46,39,58
31,2,60
62,55,30
50,44,53
48,20,70
37,56,93
84,22,21
59,22,63
12,10,15
12,52,49
39,18,36
97,65,73
98,57,77
16,89,67
60,46,6
74,5,14
87,23,91
18,8,41
78,25,4
91,26,30
79,81,56
30,11,92
78,24,84
80,99,48
53,87,8
25,22,99
8,93,91
34,59,62
51,81,5
94,86,82
83,24,25
54,14,7
76,86,47
55,56,33
4,17,47
75,90,4
92,52,13
7,12,70
42,83,17
56,35,67
58,38,87
37,28,41
14,91,47
96,83,30
99,93,8
90,40,64
31,40,73
62,92,6
9,43,12
88,69,58
79,65,20
83,92,8
61,70,39
43,27,70
67,37,70
95,99,100
98,99,86
36,27,10
70,48,95
3,87,94
83,60,27
93,77,23
3,72,67
89,56,47
66,21,94
2,29,10
39,2,52
96,84,99
42,16,2
36,31,48
21,59,50
40,99,14
36,83,50
50,96,76
39,35,34
43,70,53
1,48,86
77,14,49
35,93,95
23,92,68
55,98,16
30,56,1
30,54,61
95,75,39
26,21,84
5,63,7
44,25,80
48,5,60
21,66,86
71,97,80
60,8,9
61,54,87
72,10,58
45,59,36
28,65,50
46,46,100
6,42,84
36,2,38
47,12,61
67,84,39
48,5,9
18,84,75
92,8,83
92,26,11
92,87,100
13,29,16
26,42,38
93,16,93
30,56,29
60,94,69
45,29,52
35,22,46
85,78,72
82,81,58
18,50,5
89,44,77
57,51,55
76,18,60
92,69,29
36,16,48
66,33,42
97,98,99
62,72,33
53,82,15
77,100,75
43,98,80
30,66,29
36,4,65
5,44,46
18,90,39
90,52,11
2,37,59
47,62,67
44,1,16
92,100,33
94,81,42
15,41,82
68,6,47
68,15,4
77,85,62
41,38,43
7,12,30
75,97,94
38,69,59
31,61,23
3,82,54
99,68,11
51,25,83
30,44,86
59,44,93
35,72,95
15,60,73
27,3,93
46,53,65
67,56,28
32,57,83
19,1,95
6,97,99
85,68,24
47,76,47
76,9,25
71,24,66
76,90,16
93,3,79
2,41,33
82,68,46
43,25,52
77,78,94
17,78,96
56,9,91
16,100,73
10,50,60
84,86,83
18,67,99
54,20,8
77,33,87
15,88,89
50,92,62
61,99,30
58,74,19
15,88,10
76,69,39
7,83,96
75,78,21
42,54,92
9,33,51
59,65,48
46,37,10
7,54,2
74,7,24
24,21,65
5,63,10
22,46,26
76,22,59
30,35,60
20,12,26
31,11,22
10,18,41
61,98,75
89,57,72
48,60,96
50,66,74
90,14,96
87,66,9
19,20,37
29,93,42
24,72,8
81,39,45
31,47,2
35,95,5
78,78,8
58,50,6
23,94,11
64,72,30
86,50,75
13,89,18
44,3,74
3,43,32
33,20,79
58,47,19
46,60,7
38,35,11
95,69,78
72,11,88
35,2,62
88,70,39
72,87,89
90,30,90
72,76,93
41,30,54
40,56,34
29,57,100
53,99,38
70,37,4
3,69,84
62,56,8
40,81,89
41,99,21
10,100,100
48,28,88
87,69,45
82,10,96
76,58,47
5,30,84
6,11,75
16,31,84
20,95,84
96,26,62
3,84,43
29,63,88
39,45,22
26,75,27
97,2,8
82,8,84
19,87,38
87,54,1
14,71,23
15,27,74
93,9,78
79,55,68
81,36,90
9,19,72
55,44,18
76,39,83
7,28,72
96,12,69
66,42,40
23,8,89
97,75,28
39,33,16
21,7,22
17,44,39
83,48,61
44,38,22
48,53,47
49,21,3
88,24,5
10,34,49
79,68,33
54,67,37
33,88,84
50,37,53
36,65,42
75,22,37
37,16,8
79,20,14
93,28,29
99,48,57
5,96,13
99,35,73
91,90,75
55,95,93
92,63,92
51,53,13
54,94,40
1,45,25
22,45,15
33,53,86
44,20,45
55,14,21
86,64,80
37,99,11
46,12,54
61,10,53
10,79,33
82,97,56
26,18,69
38,69,100
71,99,50
59,53,7
51,49,60
67,86,88
45,52,16
89,33,75
81,14,9
46,49,36
45,37,14
35,54,61
34,47,94
5,86,19
82,34,56
13,46,16
1,100,68
5,32,15
54,74,98
14,66,26
25,20,83
91,11,74
32,8,13
77,14,91
79,21,72
69,22,90
5,98,53
95,86,48
65,45,47
87,59,82
26,30,50
52,11,17
39,2,83
47,10,3
70,76,36
67,92,63
71,96,79
24,72,3
33,69,99
39,42,73
63,48,32
11,74,67
17,25,5
21,28,56
48,12,60
45,23,70
56,76,18
46,7,67
54,41,39
64,69,63
79,9,55
97,3,20
91,20,60
3,48,31
67,95,100
33,68,45
91,12,8
70,90,55
43,6,93
67,81,51
28,52,85
30,99,11
27,61,22
10,11,46
67,21,81
3,96,96
69,63,4
94,66,69
50,31,24
13,55,58
93,58,98
98,35,83
46,38,29
82,46,90
76,41,95
75,68,26
82,60,47
8,12,94
49,1,23
23,78,57
48,72,64
68,41,33
58,64,34
69,13,46
16,73,49
49,14,91
61,55,2
61,13,10
90,41,50
18,16,82
76,45,79
66,4,65
61,66,76
87,68,92
47,35,55
51,81,48
79,88,61
43,72,93
39,13,18
61,25,45
83,97,51
25,14,84
83,44,8
75,50,95
61,43,78
47,3,70
23,95,59
26,31,7
81,72,91
22,85,61
74,78,44
67,47,23
98,31,87
